name,status,trial_seed,exception,traceback,bucket,created_at,reported_at,metric:score (minimize),summary:score,summary:budget,summary:config_id,summary:cvrp_32,summary:cvrp_45,summary:cvrp_55,summary:cvrp_66,summary:cvrp_78,summary:cvrp_80,config:CVRP:ALLOW_DESTROY_ROUTE,config:CVRP:CAPACITY_PENALTY,config:CVRP:DESTROY_DEGREE,config:CVRP:GREEDY_ALL_ROUTES_RANDOMIZED_T,config:CVRP:INITIAL_STRATEGY,config:CVRP:REOPTIMIZE_CHANCE,config:CVRP:REPAIR_MAX_K,config:CVRP:TABU_LEN,config:CVRP:TRIES,config:CVRP:TSP_ALPHA,config:CVRP:TSP_ANTS,config:CVRP:TSP_BETA,config:CVRP:TSP_EVAPORATION,config:CVRP:TSP_EXACT_THRESHOLD,config:CVRP:TSP_INITIAL_PHEROMONE,config:CVRP:TSP_TIME_LIMIT,config:CVRP:VNS_MAX_ITERATIONS,config:CVRP:VNS_MISSSES_INIT
config_id=94_seed=1608637542_budget=20.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=94_seed=1608637542_budget=20.0_instance=None,2024-07-04 16:37:32.034229,2024-07-04 16:39:33.209595,3.827412548569543,3.827412548569543,20.0,94,0.0,0.0,0.09319664492077884,1.3677811550151908,0.0,3.5734543391945595,False,3990.0270387013024,0.0035462893106305467,3.6843737956360587,GREEDY_ALL_ROUTES,0.014585702774556831,150,18,4,6.651847734886499,921,3.4699964837159527,0.3871859067284797,14,4.093194705317678,2.25380218117042,227,226
config_id=213_seed=1608637542_budget=6.666666666666666_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=213_seed=1608637542_budget=6.666666666666666_instance=None,2024-07-04 19:57:55.647413,2024-07-04 19:58:36.691539,6.471318800115161,6.471318800115161,6.666666666666666,213,0.12755102040815647,0.0,0.4659832246039164,1.747720364741645,4.91400491400491,3.800340328984686,False,1143.3191345160803,0.006525492172889633,1.8108426787355694,GREEDY_ALL_ROUTES,0.1836088697144862,150,36,5,4.839809093226737,68,0.5339848992733048,0.28939145267648725,8,9.030312437511945,1.0511019705184659,438,316
config_id=218_seed=1608637542_budget=2.2222222222222223_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=218_seed=1608637542_budget=2.2222222222222223_instance=None,2024-07-04 19:44:17.945447,2024-07-04 19:44:32.196516,57.59611424686463,57.59611424686463,2.2222222222222223,218,16.964285714285722,16.777629826897478,27.679403541472514,20.44072948328268,24.160524160524165,31.310266591037994,True,127.87719305111023,0.014210760383263486,1.2600459380514275,GREEDY_ALL_ROUTES_RANDOMIZED,0.1547475750391572,150,37,5,7.48631036044358,24,0.5773513492277056,0.5634608066822951,8,8.906292155504376,5.136571289301491,151,746
config_id=202_seed=1608637542_budget=2.2222222222222223_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=202_seed=1608637542_budget=2.2222222222222223_instance=None,2024-07-04 19:40:53.839255,2024-07-04 19:41:08.750895,18.183304783232302,18.183304783232302,2.2222222222222223,202,6.3775510204081565,3.8615179760319585,4.9394221808015,10.106382978723394,9.991809991809998,6.976744186046502,False,9489.376825706031,0.031339795455498164,3.846548783480846,GREEDY_ALL_ROUTES_RANDOMIZED,0.11967835670755025,150,11,2,7.389476768809472,939,0.4825823813599931,0.4211719904047074,9,8.848797047901536,3.5850158775770145,69,872
config_id=245_seed=1608637542_budget=20.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=245_seed=1608637542_budget=20.0_instance=None,2024-07-04 20:27:10.217684,2024-07-04 20:29:10.997589,5.147508625285772,5.147508625285772,20.0,245,0.0,0.0,1.0251630941286116,1.3677811550151908,3.7674037674037653,3.0629608621667526,False,641.6790883310645,0.004321613679070498,1.9726759333078348,GREEDY_ALL_ROUTES,0.014494714827530182,150,28,1,6.47110652000554,880,0.5008527909461763,0.06525242959594235,14,1.0776334285614328,5.159745267839806,292,568
config_id=150_seed=1608637542_budget=2.2222222222222223_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=150_seed=1608637542_budget=2.2222222222222223_instance=None,2024-07-04 19:28:17.196410,2024-07-04 19:28:32.058092,64.33303378063844,64.33303378063844,2.2222222222222223,150,30.994897959183664,42.47669773635152,17.33457595526562,18.389057750759875,17.77231777231778,20.476460578559276,True,9138.163437693951,0.05350867309074436,7.47107371488724,GREEDY_ALL_ROUTES,0.4115473784242638,150,31,1,0.6008638115790147,918,1.1438883964557724,0.5272360338739926,14,0.14314599268280234,8.538896177408956,105,939
config_id=45_seed=1608637542_budget=20.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=45_seed=1608637542_budget=20.0_instance=None,2024-07-04 16:48:58.627830,2024-07-04 16:50:59.899136,4.701940035037537,4.701940035037537,20.0,45,0.0,0.0,0.7455731593662529,1.2158054711246091,2.7027027027026973,3.5734543391945595,False,6242.379959139921,0.012572906030128044,9.428405174328013,GREEDY_ALL_ROUTES_RANDOMIZED,0.34155655851051525,150,9,4,6.20452683172585,538,8.939986904679067,0.7907112391122855,9,3.124103457277527,2.4924065067465127,372,130
config_id=93_seed=1608637542_budget=6.666666666666666_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=93_seed=1608637542_budget=6.666666666666666_instance=None,2024-07-04 16:03:26.106043,2024-07-04 16:04:07.066428,7.067478565527716,7.067478565527716,6.666666666666666,93,0.0,0.0,1.9571295433364444,1.9756838905775176,5.569205569205571,3.346568349404433,False,3639.469645405004,0.008069930983696464,6.342869931416153,GREEDY_ALL_ROUTES_RANDOMIZED,0.16082187900702105,150,29,2,8.987282592488564,939,9.008687346944926,0.33802536961152785,14,3.763711653982794,8.100393330655118,375,365
config_id=231_seed=1608637542_budget=6.666666666666666_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=231_seed=1608637542_budget=6.666666666666666_instance=None,2024-07-04 19:47:28.219447,2024-07-04 19:48:09.108503,26.428425643993613,26.428425643993613,6.666666666666666,231,4.591836734693877,0.7989347536617952,4.846225535880699,12.158054711246201,12.366912366912363,18.774815655133303,False,1350.7847833765575,0.09431415266811848,1.9266644705498086,GREEDY_ALL_ROUTES_RANDOMIZED,0.23062290151916887,150,42,5,9.122280644070976,819,0.09009392904530196,0.3624853714810318,9,8.594568614091244,7.865669687997352,184,607
config_id=199_seed=1608637542_budget=6.666666666666666_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=199_seed=1608637542_budget=6.666666666666666_instance=None,2024-07-04 19:59:18.165347,2024-07-04 19:59:59.204108,8.09945850942274,8.09945850942274,6.666666666666666,199,0.0,0.665778961384822,1.1183597390493905,5.85106382978724,4.504504504504503,3.0629608621667526,False,7900.905334919374,0.005902652935726703,1.9239759365582534,GREEDY_ALL_ROUTES,0.1686860329037297,150,30,5,7.584159228829978,709,3.4638017499767355,0.0820850394115424,11,6.908849554274638,1.5567013994388892,68,243
config_id=257_seed=1608637542_budget=6.666666666666666_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=257_seed=1608637542_budget=6.666666666666666_instance=None,2024-07-04 19:56:23.940355,2024-07-04 19:57:04.965681,48.04851030442453,48.04851030442453,6.666666666666666,257,15.306122448979597,21.30492676431426,19.850885368126757,11.094224924012153,25.225225225225234,21.61089052750993,True,1673.2356213455746,0.0015430831712836674,2.8047029198871902,GREEDY_ALL_ROUTES_RANDOMIZED,0.04154407800242713,150,36,1,5.174476282955676,922,0.6905992786397603,0.9503256088589672,14,4.56663727618112,0.13189348295892442,487,443
config_id=127_seed=1608637542_budget=60.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=127_seed=1608637542_budget=60.0_instance=None,2024-07-04 17:27:09.214472,2024-07-04 17:33:10.365986,3.9623296570456836,3.9623296570456836,60.0,127,0.0,0.0,0.09319664492077884,0.45592705167172287,2.5389025389025432,3.006239364719221,False,4798.319264955863,0.007111248017696186,9.17371570912948,GREEDY_ALL_ROUTES_RANDOMIZED,0.9865179763697299,150,44,5,2.2419325474846605,861,9.898463417780368,0.34447392456664583,13,7.891054881440365,6.013008075029431,128,484
config_id=126_seed=1608637542_budget=60.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=126_seed=1608637542_budget=60.0_instance=None,2024-07-04 17:25:53.033479,2024-07-04 17:31:54.415134,3.350946158792744,3.350946158792744,60.0,126,0.0,0.0,0.0,1.3677811550151908,1.146601146601145,2.836074872376626,False,9649.156326140528,0.007013488591878532,3.364373608219482,GREEDY_ALL_ROUTES,0.8157845979168653,150,32,5,3.2058725799108054,724,9.888461687680994,0.9346467196692704,12,3.0097277480720117,2.1196847305979176,281,545
config_id=254_seed=1608637542_budget=6.666666666666666_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=254_seed=1608637542_budget=6.666666666666666_instance=None,2024-07-04 19:55:02.032933,2024-07-04 19:55:43.062516,12.345300371523493,12.345300371523493,6.666666666666666,254,0.0,5.725699067909451,1.0251630941286116,6.382978723404253,8.353808353808345,2.836074872376626,False,3990.0270387013024,0.002328821511123344,3.348071672171924,GREEDY_ALL_ROUTES,0.04261115851616287,150,12,1,5.490167102758637,887,3.4699964837159527,0.391734932545843,14,4.214949703009836,2.9076716657435253,227,238
config_id=77_seed=1608637542_budget=6.666666666666666_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=77_seed=1608637542_budget=6.666666666666666_instance=None,2024-07-04 16:17:13.982233,2024-07-04 16:17:55.396113,16.860770515771375,16.860770515771375,6.666666666666666,77,0.0,1.464713715046595,8.946877912395145,9.802431610942254,8.190008190008191,6.239364719228591,False,6894.649691372658,0.08025808321179921,2.4014273203256957,GREEDY_ALL_ROUTES,0.11352216193105624,150,33,4,0.325545586808164,937,0.5291931236782094,0.5458833719480598,12,8.710981546223396,7.143728452002954,401,405
config_id=59_seed=1608637542_budget=2.2222222222222223_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=59_seed=1608637542_budget=2.2222222222222223_instance=None,2024-07-04 15:57:01.158085,2024-07-04 15:57:15.798415,16.842727301445407,16.842727301445407,2.2222222222222223,59,3.826530612244894,0.665778961384822,3.1686859273066137,7.826747720364735,8.435708435708445,11.230856494611462,False,4348.273386037462,0.025393801290671578,8.281472017904896,GREEDY_ALL_ROUTES_RANDOMIZED,0.6977495061458825,150,16,3,3.6161292304308676,100,9.173962618867806,0.1454504446097718,14,4.465597671849978,1.8594779590978103,271,886
config_id=99_seed=1608637542_budget=6.666666666666666_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=99_seed=1608637542_budget=6.666666666666666_instance=None,2024-07-04 16:05:29.568353,2024-07-04 16:06:10.402215,6.047360196289439,6.047360196289439,6.666666666666666,99,0.0,0.7989347536617952,1.3979496738117492,3.4194528875379993,3.439803439803435,3.2331253545093697,False,693.3922385056044,0.003562957211837776,2.244498693812139,GREEDY_ALL_ROUTES,0.03232838083259299,150,27,1,3.166231256002749,948,2.92955496023283,0.08830470666007054,14,6.567807153053314,6.055636862751287,292,874
config_id=152_seed=1608637542_budget=6.666666666666666_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=152_seed=1608637542_budget=6.666666666666666_instance=None,2024-07-04 20:02:05.843221,2024-07-04 20:02:46.881474,17.056255116031387,17.056255116031387,6.666666666666666,152,5.612244897959173,0.7989347536617952,6.710158434296365,8.890577507598785,8.517608517608522,7.88428814520703,False,9360.731454312618,0.0815153191227835,2.247342082923133,GREEDY_ALL_ROUTES,0.22510272717470986,150,28,5,7.440962873768859,51,9.805230384685615,0.8278018247998031,10,9.688595514548947,6.7963182372156785,204,933
config_id=28_seed=1608637542_budget=2.2222222222222223_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=28_seed=1608637542_budget=2.2222222222222223_instance=None,2024-07-04 15:53:12.365895,2024-07-04 15:53:27.217683,57.457274067945605,57.457274067945605,2.2222222222222223,28,29.464285714285722,28.22902796271638,17.800559179869534,21.048632218844986,18.67321867321867,22.97220646625071,True,1175.2624677710487,0.0652718199094903,7.587426353021521,GREEDY_ALL_ROUTES_RANDOMIZED,0.9625508229897966,150,20,2,8.687305290612708,231,9.632593169011708,0.022032929942918177,14,0.4411675203862554,8.91251970584373,264,994
config_id=71_seed=1608637542_budget=2.2222222222222223_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=71_seed=1608637542_budget=2.2222222222222223_instance=None,2024-07-04 15:58:28.350853,2024-07-04 15:58:42.845787,51.410617021578744,51.410617021578744,2.2222222222222223,71,15.433673469387754,33.022636484687084,12.954333643988814,17.933130699088153,23.505323505323506,16.505955757231995,True,5821.704601762733,0.03524242263834272,6.398697418791032,GREEDY_ALL_ROUTES,0.8728214380908526,150,49,5,7.4990217991118175,138,7.585049327330935,0.03434104729421349,8,3.242866089303917,4.891545472142611,386,715
config_id=77_seed=1608637542_budget=2.2222222222222223_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=77_seed=1608637542_budget=2.2222222222222223_instance=None,2024-07-04 15:59:12.049086,2024-07-04 15:59:26.339752,22.83951381679143,22.83951381679143,2.2222222222222223,77,4.464285714285721,9.853528628495333,7.176141658900281,9.802431610942254,12.12121212121211,10.49347702779353,False,6894.649691372658,0.08025808321179921,2.4014273203256957,GREEDY_ALL_ROUTES,0.11352216193105624,150,33,4,0.325545586808164,937,0.5291931236782094,0.5458833719480598,12,8.710981546223396,7.143728452002954,401,405
config_id=261_seed=1608637542_budget=20.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=261_seed=1608637542_budget=20.0_instance=None,2024-07-04 20:08:17.115594,2024-07-04 20:10:18.073638,9.844481191488386,9.844481191488386,20.0,261,0.0,0.5326231691078487,4.007455731593668,0.45592705167172287,7.289107289107299,5.218377765172999,False,4281.367750047243,0.07460431515039463,3.0073764291493177,GREEDY_ALL_ROUTES,0.9699954712727811,150,50,1,6.449289910290937,324,2.1297898718026294,0.7619383129850373,14,2.834547717426269,5.244002422434551,63,271
config_id=10_seed=1608637542_budget=20.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=10_seed=1608637542_budget=20.0_instance=None,2024-07-04 16:53:41.432774,2024-07-04 16:55:42.338451,5.638575470388177,5.638575470388177,20.0,10,0.0,0.0,0.7455731593662529,2.583586626139822,3.1122031122031046,3.8570618264322176,False,9656.320330745593,0.03320770274556317,3.454332056298791,GREEDY_ALL_ROUTES,0.943480606873394,150,37,2,1.6164724336608116,203,0.9807931727699777,0.5824973395862122,9,0.46956639379730997,5.758987036980031,368,182
config_id=45_seed=1608637542_budget=2.2222222222222223_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=45_seed=1608637542_budget=2.2222222222222223_instance=None,2024-07-04 15:55:19.794577,2024-07-04 15:55:34.188325,17.54556885888967,17.54556885888967,2.2222222222222223,45,5.867346938775508,2.929427430093212,1.8639328984156656,9.49848024316109,8.108108108108114,10.266591038003403,False,6242.379959139921,0.012572906030128044,9.428405174328013,GREEDY_ALL_ROUTES_RANDOMIZED,0.34155655851051525,150,9,4,6.20452683172585,538,8.939986904679067,0.7907112391122855,9,3.124103457277527,2.4924065067465127,372,130
config_id=286_seed=1608637542_budget=180.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=286_seed=1608637542_budget=180.0_instance=None,2024-07-04 22:16:55.865790,2024-07-04 22:34:56.999369,3.359233605194654,3.359233605194654,180.0,286,0.0,0.0,1.0251630941286116,0.3039513677811634,2.0475020475020367,2.4390243902439046,False,436.953363044192,0.0065556673736824975,3.183227993782155,GREEDY_ALL_ROUTES,0.1425370653008858,150,27,1,3.5832903111749546,939,2.7494079004626735,0.11622289161964092,14,6.11204513734467,5.05284533099085,297,803
config_id=122_seed=1608637542_budget=20.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=122_seed=1608637542_budget=20.0_instance=None,2024-07-04 16:26:45.472777,2024-07-04 16:28:46.442270,11.444815737001418,11.444815737001418,20.0,122,0.0,0.3994673768308976,3.2618825722273925,1.9756838905775176,7.5348075348075305,7.714123652864435,False,2584.272839295757,0.0749805258349602,3.5258963967299666,GREEDY_ALL_ROUTES_RANDOMIZED,0.24133003185898833,150,9,1,7.425813193664508,679,9.25727300833954,0.5251308286041783,10,6.706558620204665,0.9488690854744212,288,940
config_id=244_seed=1608637542_budget=6.666666666666666_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=244_seed=1608637542_budget=6.666666666666666_instance=None,2024-07-04 19:51:35.318794,2024-07-04 19:52:16.228360,18.94760043850884,18.94760043850884,6.666666666666666,244,2.0408163265306145,1.0652463382157196,3.727865796831309,7.14285714285714,13.18591318591318,10.720363017583656,False,4973.862752114584,0.09892402880252996,4.7662238347342285,GREEDY_ALL_ROUTES_RANDOMIZED,0.02004822478457067,150,25,4,4.148791874581176,489,5.305735358573913,0.7640192560359618,11,5.725218934312354,3.4201752887576244,170,626
config_id=275_seed=1608637542_budget=60.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=275_seed=1608637542_budget=60.0_instance=None,2024-07-04 20:42:35.318471,2024-07-04 20:48:36.605947,2.7019954644245816,2.7019954644245816,60.0,275,0.0,0.0,0.09319664492077884,0.22796352583587254,2.129402129402136,1.6449234259784395,False,1674.8799959558569,0.013955297949599859,8.572649939444403,GREEDY_ALL_ROUTES,0.12928373009222177,150,3,1,8.484853032662327,916,0.03565619957978787,0.7481138425279491,14,8.397497571766912,3.802780418935029,481,379
config_id=106_seed=1608637542_budget=20.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=106_seed=1608637542_budget=20.0_instance=None,2024-07-04 16:35:30.673534,2024-07-04 16:37:31.896506,4.020791260695894,4.020791260695894,20.0,106,0.0,0.0,0.09319664492077884,1.2917933130699,2.5389025389025432,2.836074872376626,False,9210.868560914629,0.004020197216176668,4.03358481343048,GREEDY_ALL_ROUTES_RANDOMIZED,0.1882639246227046,150,29,1,2.1245851635868864,920,9.762649676724086,0.3099297571785528,14,8.169520387988777,4.135080993477469,275,205
config_id=259_seed=1608637542_budget=60.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=259_seed=1608637542_budget=60.0_instance=None,2024-07-04 21:22:48.479291,2024-07-04 21:28:49.618216,3.980720433920244,3.980720433920244,60.0,259,0.0,0.0,0.0,1.4437689969604817,2.4570024570024662,2.7793533749290944,False,344.8978653163204,0.005312596658588137,6.168739465426417,GREEDY_ALL_ROUTES_RANDOMIZED,0.0946990034698148,150,41,2,1.764762453305869,889,4.0916163792128835,0.3489498094077336,14,2.3607324461901076,3.3129401105791656,140,200
config_id=265_seed=1608637542_budget=20.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=265_seed=1608637542_budget=20.0_instance=None,2024-07-04 20:12:19.522319,2024-07-04 20:14:20.444272,42.20313215504805,42.20313215504805,20.0,265,13.392857142857139,14.380825565912115,9.319664492078283,15.653495440729493,22.440622440622437,23.65286443562109,True,906.8999529199995,0.03273362847624893,6.152372653939913,GREEDY_ALL_ROUTES_RANDOMIZED,0.040294245692027074,150,50,1,6.650340032328803,891,3.3784192871119205,0.8712699391494279,14,0.6842093707161967,1.4558471080476012,339,808
config_id=98_seed=1608637542_budget=6.666666666666666_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=98_seed=1608637542_budget=6.666666666666666_instance=None,2024-07-04 16:05:29.460006,2024-07-04 16:06:10.385723,12.39108475482475,12.39108475482475,6.666666666666666,98,0.0,6.391478029294273,0.7455731593662529,8.20668693009119,5.978705978705978,3.006239364719221,False,1944.3045497498724,0.002284807047952785,0.5533835146034762,GREEDY_ALL_ROUTES,0.02069732463111538,150,5,2,2.5423373895019994,980,8.478406685832738,0.30830359026534243,14,5.903094029225213,2.12536611750136,31,845
config_id=163_seed=1608637542_budget=20.0_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=163_seed=1608637542_budget=20.0_instance=None,2024-07-04 20:34:31.501931,2024-07-04 20:36:32.331236,4.545952476732138,4.545952476732138,20.0,163,0.0,0.0,0.09319664492077884,1.5197568389057725,3.439803439803435,2.552467385138968,False,1705.7341283444082,0.02774350197387471,0.7869924545179272,GREEDY_ALL_ROUTES,0.15819778551042266,150,6,5,2.151082518257531,52,5.362364134205571,0.28454372863706184,13,9.806314489924251,5.953341889914116,110,288
config_id=152_seed=1608637542_budget=2.2222222222222223_instance=None,success,1608637542,NA,NA,SMAC-small/config_id=152_seed=1608637542_budget=2.2222222222222223_instance=None,2024-07-04 19:28:46.689413,2024-07-04 19:29:01.042958,19.187751176135905,19.187751176135905,2.2222222222222223,152,9.183673469387754,4.52729693741678,7.548928238583419,7.2188449848024305,6.552006552006562,10.550198525241061,False,9360.731454312618,0.0815153191227835,2.247342082923133,GREEDY_ALL_ROUTES,0.22510272717470986,150,28,5,7.440962873768859,51,9.805230384685615,0.8278018247998031,10,9.688595514548947,6.7963182372156785,204,933
