name,status,trial_seed,exception,traceback,bucket,created_at,reported_at,metric:score (minimize),summary:score,summary:budget,summary:config_id,summary:cvrp_195,summary:cvrp_336,summary:cvrp_670,summary:cvrp_979,config:CVRP:CAPACITY_PENALTY,config:CVRP:DESTROY_DEGREE,config:CVRP:GREEDY_ALL_ROUTES_RANDOMIZED_T,config:CVRP:INITIAL_STRATEGY,config:CVRP:REOPTIMIZE_CHANCE,config:CVRP:REPAIR_MAX_K,config:CVRP:TABU_LEN,config:CVRP:TRIES,config:CVRP:TSP_ALPHA,config:CVRP:TSP_ANTS,config:CVRP:TSP_BETA,config:CVRP:TSP_EVAPORATION,config:CVRP:TSP_EXACT_THRESHOLD,config:CVRP:TSP_INITIAL_PHEROMONE,config:CVRP:TSP_TIME_LIMIT,config:CVRP:VNS_MAX_ITERATIONS,config:CVRP:VNS_MISSSES_INIT
config_id=725_seed=1608637542_budget=3.7037037037037033_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=725_seed=1608637542_budget=3.7037037037037033_instance=None,2024-07-05 07:51:45.662877,2024-07-05 07:52:28.181735,83.16119953543706,83.16119953543706,3.7037037037037033,725,14.541548897682311,32.39068082322749,43.980810759095746,60.99885691231846,467.83540235225996,0.0015704681830460896,0.8432879239091653,GREEDY_ALL_ROUTES_RANDOMIZED,0.046784678564389504,150,42,4,5.238149808579282,957,1.8465772545841188,0.6074566310903481,10,6.704555719351754,5.614303537011474,61,104
config_id=430_seed=1608637542_budget=1.234567901234568_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=430_seed=1608637542_budget=1.234567901234568_instance=None,2024-07-05 05:36:54.076591,2024-07-05 05:37:01.270077,38.9007170422018,38.9007170422018,1.234567901234568,430,13.677784058790277,17.757042936935253,27.751277915971894,15.51573426573427,740.2947189643827,0.01303489065897966,2.026802153218813,GREEDY_ALL_ROUTES,0.23000859277460045,150,42,2,0.8352694068087326,990,0.17176801284566232,0.9211736377161649,11,5.413685834854847,7.018325060911502,331,945
config_id=273_seed=1608637542_budget=3.7037037037037033_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=273_seed=1608637542_budget=3.7037037037037033_instance=None,2024-07-05 01:09:09.654223,2024-07-05 01:09:51.664154,55.178783008607915,55.178783008607915,3.7037037037037033,273,22.75183719615601,21.278691117165426,41.9101768581035,17.82712479827864,4084.3688921779885,0.09409710558284436,3.5151939368329286,GREEDY_ALL_ROUTES_RANDOMIZED,0.4497351637153731,150,47,3,2.273619669763618,387,3.8745097785907063,0.24775739770701616,13,6.536283527221666,4.775169124319001,197,911
config_id=241_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=241_seed=1608637542_budget=11.11111111111111_instance=None,2024-07-05 02:07:27.137798,2024-07-05 02:08:14.159792,30.360761764376495,30.360761764376495,11.11111111111111,241,8.250989259468632,11.078922586998875,25.402509362272085,9.255648197955901,5315.721526867312,0.004233247017665092,5.018163822309079,GREEDY_ALL_ROUTES,0.16960662385537134,150,34,5,5.626266222534606,718,0.6938200211345077,0.4234903258588248,8,6.131830397009739,9.385436760559404,331,169
config_id=148_seed=1608637542_budget=1.234567901234568_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=148_seed=1608637542_budget=1.234567901234568_instance=None,2024-07-05 00:39:59.016605,2024-07-05 00:40:14.921175,41.409229942271764,41.409229942271764,1.234567901234568,148,17.345392877331832,20.07461667301651,27.751277915971894,15.51573426573427,6125.734683448191,0.08749616075316817,7.377744026927891,GREEDY_ALL_ROUTES,0.9034287742129833,150,6,3,1.4299498666966421,21,4.2261222586751135,0.3020903005776147,11,5.776226868478163,0.4469533323663841,62,603
config_id=183_seed=1608637542_budget=1.234567901234568_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=183_seed=1608637542_budget=1.234567901234568_instance=None,2024-07-05 00:47:30.689770,2024-07-05 00:48:08.286071,56.63931962810094,56.63931962810094,1.234567901234568,183,24.373092142453356,24.112399450798282,40.66642976245798,19.46274878967187,7293.447940879963,0.09671770448012926,2.6307880912079282,GREEDY_ALL_ROUTES_RANDOMIZED,0.744477363689128,150,43,3,3.036279747347888,332,7.1290871176541435,0.8186116718405797,9,3.7157006714960743,9.02038256552401,404,987
config_id=821_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=821_seed=1608637542_budget=100.0_instance=None,2024-07-05 11:34:21.212312,2024-07-05 11:41:02.997366,12.020797589810876,12.020797589810876,100.0,821,4.981345392877334,6.660149089575951,7.487084164775992,4.389961000537923,73.35417785593141,0.0017905697378374314,6.098379059304125,GREEDY_ALL_ROUTES,0.9722238082042448,150,27,2,0.7199410399428208,995,6.867683206695519,0.9215354366115942,13,6.155202399857214,4.958879295833902,47,231
config_id=251_seed=1608637542_budget=3.7037037037037033_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=251_seed=1608637542_budget=3.7037037037037033_instance=None,2024-07-05 01:04:43.909735,2024-07-05 01:05:01.588241,35.14354202628087,35.14354202628087,3.7037037037037033,251,11.938948558507633,15.801050959305885,27.5435311483476,9.176640667025282,907.1498262407468,0.010434891698965464,5.613497196547694,GREEDY_ALL_ROUTES,0.4929490347727014,150,10,1,6.390678421841219,983,9.882716554783826,0.8769493499905703,10,5.673377332236371,5.82253884118649,152,746
config_id=308_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=308_seed=1608637542_budget=33.33333333333333_instance=None,2024-07-05 02:56:08.532118,2024-07-05 02:58:23.707518,26.834377535682712,26.834377535682712,33.33333333333333,308,4.511023176936124,9.754081273227854,23.209550884290508,8.118444055944064,2511.937427883344,0.00809947699591745,4.211370522137055,GREEDY_ALL_ROUTES,0.7367570604023125,150,28,2,2.687316282946884,980,4.755655632867801,0.8240249656888393,13,4.927900926811462,0.28509183149596024,196,968
config_id=274_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=274_seed=1608637542_budget=11.11111111111111_instance=None,2024-07-05 01:50:53.022231,2024-07-05 01:51:40.329405,31.47032510972739,31.47032510972739,11.11111111111111,274,8.316563029960422,12.628045230068086,26.694776262198296,7.00981710597095,7457.337827312322,0.007601826625028599,9.85543855343344,GREEDY_ALL_ROUTES,0.2985297436447726,150,8,3,8.767741110663724,997,4.057134959226669,0.4682386609093566,8,7.409460431532397,3.9377535185095645,144,518
config_id=509_seed=1608637542_budget=3.7037037037037033_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=509_seed=1608637542_budget=3.7037037037037033_instance=None,2024-07-05 07:29:03.084355,2024-07-05 07:29:19.590018,38.095731274279736,38.095731274279736,3.7037037037037033,509,16.11079706048615,13.448253552918166,27.751277915971894,15.51573426573427,862.8207854398312,0.09377033976495651,6.703942232384562,GREEDY_ALL_ROUTES,0.8935681781023788,150,43,1,1.19409300548886,987,1.2034676498309833,0.9864398248252212,12,4.9674926516098825,5.602154424770217,411,972
config_id=126_seed=1608637542_budget=3.7037037037037033_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=126_seed=1608637542_budget=3.7037037037037033_instance=None,2024-07-05 01:24:11.045116,2024-07-05 01:24:28.513995,40.1299118762108,40.1299118762108,3.7037037037037033,126,16.29169022046353,18.27892833780218,27.751277915971894,15.51573426573427,2617.0568373590595,0.025450901108127984,9.109418514949848,GREEDY_ALL_ROUTES,0.2792302288673447,150,39,3,7.76933846398226,74,4.880836224797109,0.04327746418144981,8,9.065310158910666,1.4010612574647756,267,470
config_id=445_seed=1608637542_budget=1.234567901234568_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=445_seed=1608637542_budget=1.234567901234568_instance=None,2024-07-05 05:38:26.867674,2024-07-05 05:38:33.492843,39.32453121378636,39.32453121378636,1.234567901234568,445,17.345392877331832,15.319421181646309,27.751277915971894,15.51573426573427,966.288952178992,0.05913813742707369,7.52406262475927,GREEDY_ALL_ROUTES,0.28992212538368195,150,50,1,7.653652556784019,24,8.317717140287789,0.8435078520693803,12,4.495566756774382,5.270126516817315,29,188
config_id=68_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=68_seed=1608637542_budget=33.33333333333333_instance=None,2024-07-05 02:58:56.009820,2024-07-05 03:01:10.917441,18.190458852572885,18.190458852572885,33.33333333333333,68,6.14810627473148,7.366779046948113,13.833611240193534,6.8887842926304454,420.9318963636188,0.002769519538607967,9.883362702492299,GREEDY_ALL_ROUTES,0.39048338068808486,150,35,2,9.50011222766275,789,0.9032159130994726,0.42340496802707905,14,9.44787290269119,4.679341097386199,307,250
config_id=681_seed=1608637542_budget=3.7037037037037033_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=681_seed=1608637542_budget=3.7037037037037033_instance=None,2024-07-05 07:42:14.851142,2024-07-05 07:42:31.737898,30.38156044788054,30.38156044788054,3.7037037037037033,681,8.814019219898238,10.293219084040794,26.218462127217567,7.210697955890266,3606.787410109268,0.0013910944015415917,0.6969289848244034,GREEDY_ALL_ROUTES,0.017869015044579953,150,49,2,8.094895891287711,919,5.5077969286816275,0.3004823820675114,8,1.3697055648873335,2.6302571519189866,121,914
config_id=356_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=356_seed=1608637542_budget=11.11111111111111_instance=None,2024-07-05 01:38:58.194912,2024-07-05 01:39:45.909171,32.09453935640663,32.09453935640663,11.11111111111111,356,7.721876766534774,9.915103766057332,26.628488642265523,12.768961807423352,2536.2154007883264,0.00481721761551211,1.8007969750133348,GREEDY_ALL_ROUTES,0.49251886700876407,150,43,1,4.613827998109668,952,4.6893346387087815,0.9397107997936114,9,5.563947944962216,0.5028150229315246,79,107
config_id=378_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=378_seed=1608637542_budget=11.11111111111111_instance=None,2024-07-05 01:47:39.904245,2024-07-05 01:48:26.652114,29.75448596237051,29.75448596237051,11.11111111111111,378,6.509892594686262,9.562148212578435,26.668807916245242,6.347498655190953,4268.95905458137,0.0018911103705095986,9.534793506964313,GREEDY_ALL_ROUTES,0.9148459818734097,150,26,2,3.049272523721811,764,1.3802424215743172,0.35910393676720614,13,2.7171281601227086,6.916131987909118,291,100
config_id=79_seed=1608637542_budget=1.234567901234568_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=79_seed=1608637542_budget=1.234567901234568_instance=None,2024-07-05 00:25:00.823826,2024-07-05 00:25:16.891235,41.409229942271764,41.409229942271764,1.234567901234568,79,17.345392877331832,20.07461667301651,27.751277915971894,15.51573426573427,9208.478478156869,0.06204838113755307,8.067104264273675,GREEDY_ALL_ROUTES,0.12613510707277054,150,9,4,4.308755890045632,208,4.921029521946954,0.07356684770438274,12,2.6972441103066256,7.977615415365509,156,510
config_id=79_seed=1608637542_budget=3.7037037037037033_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=79_seed=1608637542_budget=3.7037037037037033_instance=None,2024-07-05 01:32:17.837936,2024-07-05 01:32:34.416473,40.5648489829577,40.5648489829577,3.7037037037037033,79,15.219898247597508,20.07461667301651,27.751277915971894,15.51573426573427,9208.478478156869,0.06204838113755307,8.067104264273675,GREEDY_ALL_ROUTES,0.12613510707277054,150,9,4,4.308755890045632,208,4.921029521946954,0.07356684770438274,12,2.6972441103066256,7.977615415365509,156,510
config_id=373_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=373_seed=1608637542_budget=33.33333333333333_instance=None,2024-07-05 02:42:36.565148,2024-07-05 02:44:51.724789,23.105798313344323,23.105798313344323,33.33333333333333,373,5.055963821368015,8.877083767638783,19.44072383347457,7.181280258203326,9356.002705430776,0.0059779159309126745,9.280638249359676,GREEDY_ALL_ROUTES,0.4493427134576795,150,44,2,5.785582600062356,827,2.391894039464245,0.20726272716804295,12,0.15354315923123932,9.690174808227832,82,126
config_id=24_seed=1608637542_budget=1.234567901234568_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=24_seed=1608637542_budget=1.234567901234568_instance=None,2024-07-05 00:11:13.325571,2024-07-05 00:11:20.774716,41.409229942271764,41.409229942271764,1.234567901234568,24,17.345392877331832,20.07461667301651,27.751277915971894,15.51573426573427,3663.618432936917,0.05512431765498469,8.246883570320925,GREEDY_ALL_ROUTES,0.11895140528239999,150,5,2,8.871993378408522,374,9.636563571121636,0.9141081470309066,12,2.806539630489969,3.7523800201184474,342,776
config_id=615_seed=1608637542_budget=1.234567901234568_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=615_seed=1608637542_budget=1.234567901234568_instance=None,2024-07-05 05:59:14.566319,2024-07-05 05:59:23.652303,41.06853922044915,41.06853922044915,1.234567901234568,615,16.51554550593555,20.07461667301651,27.751277915971894,15.51573426573427,1026.6087675816682,0.015286036357483941,6.198110960422958,GREEDY_ALL_ROUTES,0.23131895598315322,150,15,4,5.004566847449708,445,2.3985754586331356,0.8717988573986338,14,5.045518009715784,8.134501748027597,327,291
config_id=361_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=361_seed=1608637542_budget=11.11111111111111_instance=None,2024-07-05 01:41:12.293832,2024-07-05 01:41:59.005565,27.38949952771114,27.38949952771114,11.11111111111111,361,5.582815149802145,8.378920430447634,24.419129103682046,7.246839698762786,6111.428580931782,0.0051674574847064,2.2674417519978056,GREEDY_ALL_ROUTES,0.03839823599888198,150,5,3,8.237520040472042,913,1.9064106519074608,0.16103336002121252,10,6.2510100526873655,2.0649363310570026,22,410
config_id=501_seed=1608637542_budget=3.7037037037037033_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=501_seed=1608637542_budget=3.7037037037037033_instance=None,2024-07-05 07:31:20.064771,2024-07-05 07:31:36.745665,33.358987163063574,33.358987163063574,3.7037037037037033,501,10.39005087620124,12.79697507745614,27.06926714594211,10.40966245293169,546.3495149955764,0.007904627322874301,8.80926865792043,GREEDY_ALL_ROUTES,0.8592793314080658,150,23,1,1.2050717293056807,996,3.968803162364675,0.9290282616818137,13,8.990087694461396,9.313847680507658,350,140
config_id=722_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=722_seed=1608637542_budget=11.11111111111111_instance=None,2024-07-05 08:21:04.337421,2024-07-05 08:21:50.714189,28.033477208648396,28.033477208648396,11.11111111111111,722,7.493499152063321,7.56086865884078,23.96331629445372,9.915445131791278,4761.844931666019,0.0015917785146973779,0.545769532369133,GREEDY_ALL_ROUTES,0.7136080321847976,150,11,2,7.50013245046712,914,4.464949753100086,0.8721403075110978,12,4.780952971607531,0.10378078471027659,121,130
config_id=311_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=311_seed=1608637542_budget=33.33333333333333_instance=None,2024-07-05 02:53:53.298230,2024-07-05 02:56:08.355568,25.325924033316724,25.325924033316724,33.33333333333333,311,5.171283210853583,8.956876163639116,21.88243173058524,7.456125605164066,2291.53703113713,0.008324300098996602,8.342896598663657,GREEDY_ALL_ROUTES,0.4334564432187093,150,19,1,3.771409212874809,998,6.977333722020021,0.8363816235844852,9,5.280635945587917,8.97657361516797,220,986
config_id=406_seed=1608637542_budget=100.0_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=406_seed=1608637542_budget=100.0_instance=None,2024-07-05 03:23:35.434099,2024-07-05 03:30:16.965729,31.918802358535164,31.918802358535164,100.0,406,5.225551158846797,12.899770686717794,13.513790558456119,25.347128832705756,4784.887812189179,0.0021484552255550482,0.5631295081720298,GREEDY_ALL_ROUTES_RANDOMIZED,0.012974289417798626,150,11,1,0.4425035478330811,161,7.379620039562685,0.5992380723844367,10,3.966708729264564,3.6579839728955,475,891
config_id=375_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=375_seed=1608637542_budget=33.33333333333333_instance=None,2024-07-05 02:44:51.865425,2024-07-05 02:47:06.899402,15.461834636237061,15.461834636237061,33.33333333333333,375,3.880158281514978,6.551602676998947,12.155919416122241,5.772592791823561,2875.4035358323945,0.003923199003456274,2.3492169198596926,GREEDY_ALL_ROUTES,0.49251886700876407,150,43,1,4.338079577531884,940,5.858823631139895,0.8820462305528772,8,3.685499131245845,0.21349695712745104,79,142
config_id=389_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=389_seed=1608637542_budget=33.33333333333333_instance=None,2024-07-05 02:19:47.729213,2024-07-05 02:22:03.117688,28.50109098290134,28.50109098290134,33.33333333333333,389,6.9666478236291685,10.936590204944263,24.291337506492084,7.355264927380323,9214.337165519893,0.007638399449085819,7.543682940193427,GREEDY_ALL_ROUTES,0.0735489733809904,150,16,1,0.889760434252293,22,8.289849380139794,0.06512032595636001,13,8.223530675934871,6.42088225430778,407,202
config_id=398_seed=1608637542_budget=300.0_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=398_seed=1608637542_budget=300.0_instance=None,2024-07-05 06:45:28.946757,2024-07-05 07:05:30.660186,11.617991361119023,11.617991361119023,300.0,398,5.465234595816848,5.827001459266334,7.06133996665117,4.614376008606769,600.1361874032989,0.0015704681830460896,0.9378636025243269,GREEDY_ALL_ROUTES,0.046784678564389504,150,40,4,5.144107946601759,841,1.5459125733429884,0.6410363301472548,8,4.804863770280874,5.9010729166183875,5,104
config_id=193_seed=1608637542_budget=1.234567901234568_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=193_seed=1608637542_budget=1.234567901234568_instance=None,2024-07-05 00:50:38.826838,2024-07-05 00:50:58.307414,60.886493290497974,60.886493290497974,1.234567901234568,193,26.240814019219894,23.59554600283227,47.04644233660444,15.762842926304454,3129.073942136482,0.02783852912264251,6.17784868567568,GREEDY_ALL_ROUTES_RANDOMIZED,0.9472663916341616,150,8,1,9.447915225242966,739,8.831108310049434,0.21060630779398973,12,7.014384548230562,6.804317735615257,205,113
config_id=566_seed=1608637542_budget=1.234567901234568_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=566_seed=1608637542_budget=1.234567901234568_instance=None,2024-07-05 05:53:04.389456,2024-07-05 05:53:57.085803,57.641565843686955,57.641565843686955,1.234567901234568,566,24.755228942905603,22.707765741026954,44.83161577782029,13.572485207100593,154.55119678145758,0.006834798560238599,5.334704787440897,GREEDY_ALL_ROUTES_RANDOMIZED,0.8871966416561377,150,29,5,1.4975590381957513,940,7.674544537603257,0.9093866644417511,10,7.612629669520559,7.230182200845988,96,203
config_id=339_seed=1608637542_budget=3.7037037037037033_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=339_seed=1608637542_budget=3.7037037037037033_instance=None,2024-07-05 01:20:20.444029,2024-07-05 01:20:38.106223,34.05885297501895,34.05885297501895,3.7037037037037033,339,11.656302996042967,13.59418018704488,27.024847606811896,10.439920656266821,940.7084193798207,0.013508623580747805,2.7917912233647075,GREEDY_ALL_ROUTES,0.5124220523205806,150,13,3,3.6086195251771507,990,0.6848511151210644,0.035291468135412625,13,4.991146639097782,9.780119442354888,229,978
config_id=57_seed=1608637542_budget=3.7037037037037033_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=57_seed=1608637542_budget=3.7037037037037033_instance=None,2024-07-05 01:31:39.143822,2024-07-05 01:31:57.351000,41.409229942271764,41.409229942271764,3.7037037037037033,57,17.345392877331832,20.07461667301651,27.751277915971894,15.51573426573427,2931.4773026101325,0.08973724603359086,0.6235182733519924,GREEDY_ALL_ROUTES,0.21580739259456705,150,4,1,5.834585194087225,427,8.927790393658979,0.8192691261210565,10,2.601640099978612,3.803127157590996,296,341
config_id=377_seed=1608637542_budget=11.11111111111111_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=377_seed=1608637542_budget=11.11111111111111_instance=None,2024-07-05 01:47:31.659691,2024-07-05 01:48:18.284010,31.56045993730756,31.56045993730756,11.11111111111111,377,9.661955907292263,10.73746864015066,27.067900390891953,7.398971221086614,420.9318963636188,0.005660243328901309,9.71074628382771,GREEDY_ALL_ROUTES,0.42088740310295636,150,43,4,7.669877533439869,789,0.9032159130994726,0.42340496802707905,14,9.545735334559277,5.0139245008592725,279,103
config_id=815_seed=1608637542_budget=33.33333333333333_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=815_seed=1608637542_budget=33.33333333333333_instance=None,2024-07-05 09:58:17.306874,2024-07-05 10:00:32.312816,14.150426598573558,14.150426598573558,33.33333333333333,815,5.4245336348219375,6.430116956962428,10.29166552770413,4.852239107046796,154.55119678145758,0.0015719248125612344,5.499373259321581,GREEDY_ALL_ROUTES,0.9749041192684486,150,24,1,1.5392475004104955,951,7.310909683479176,0.9348409859358584,13,7.9482643626707175,5.535953607855722,42,403
config_id=34_seed=1608637542_budget=1.234567901234568_instance=None,success,1608637542,NA,NA,SMAC-large/config_id=34_seed=1608637542_budget=1.234567901234568_instance=None,2024-07-05 00:12:53.048648,2024-07-05 00:13:42.976248,55.21350219105598,55.21350219105598,1.234567901234568,34,18.351611079706043,23.300098482506783,44.8965366427029,12.375605164066705,563.7549665092712,0.08660751524925027,8.222559586735738,GREEDY_ALL_ROUTES_RANDOMIZED,0.9966704687031663,150,29,4,9.448209641525455,852,2.4810075364145443,0.4560386939569926,8,9.540969762314637,6.0656845981642915,115,705
